DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
5,04-01-2019,1833,2130,2110,WN,Southwest Airlines Co.,1951,N354SW,117,125,102,20,28,MDW,Chicago Midway International Airport,MHT,Manchester-Boston Regional Airport,838,5,10,0,N,0,9,0,0,0,11
5,04-01-2019,1222,1521,1435,WN,Southwest Airlines Co.,562,N743SW,299,280,285,46,27,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,8,6,0,N,0,27,0,19,0,0
5,04-01-2019,2033,2325,2250,WN,Southwest Airlines Co.,1076,N204WN,292,280,271,35,23,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,7,14,0,N,0,5,0,12,0,18
5,04-01-2019,1408,1709,1615,WN,Southwest Airlines Co.,2195,N405WN,301,285,277,54,38,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,15,9,0,N,0,30,0,16,0,8
5,04-01-2019,718,842,825,WN,Southwest Airlines Co.,2544,N661SW,84,85,70,17,18,MDW,Chicago Midway International Airport,OMA,Eppley Airfield,423,2,12,0,N,0,17,0,0,0,0
5,04-01-2019,2142,2259,2240,WN,Southwest Airlines Co.,3491,N267WN,77,85,67,19,27,MDW,Chicago Midway International Airport,OMA,Eppley Airfield,423,2,8,0,N,0,19,0,0,0,0
5,04-01-2019,2046,2314,2105,WN,Southwest Airlines Co.,2804,N263WN,268,270,254,129,131,MDW,Chicago Midway International Airport,PDX,Portland International Airport,1751,6,8,0,N,0,35,0,0,0,94
5,04-01-2019,1003,1251,1230,WN,Southwest Airlines Co.,3757,N684WN,108,115,98,21,28,MDW,Chicago Midway International Airport,PHL,Philadelphia International Airport,668,4,6,0,N,0,21,0,0,0,0
5,04-01-2019,2212,54,25,WN,Southwest Airlines Co.,3927,N777QC,102,110,86,29,37,MDW,Chicago Midway International Airport,PHL,Philadelphia International Airport,668,4,12,0,N,0,20,0,0,0,9
5,04-01-2019,830,1121,1105,WN,Southwest Airlines Co.,259,N484WN,231,230,215,16,15,MDW,Chicago Midway International Airport,PHX,Phoenix Sky Harbor International Airport,1444,6,10,0,N,0,15,0,1,0,0
5,04-01-2019,1539,1820,1805,WN,Southwest Airlines Co.,921,N254WN,221,235,204,15,29,MDW,Chicago Midway International Airport,PHX,Phoenix Sky Harbor International Airport,1444,7,10,0,N,0,15,0,0,0,0
5,04-01-2019,2049,2316,2300,WN,Southwest Airlines Co.,1023,N902WN,207,230,194,16,39,MDW,Chicago Midway International Airport,PHX,Phoenix Sky Harbor International Airport,1444,6,7,0,N,0,14,0,0,0,2
5,04-01-2019,1125,1417,1300,WN,Southwest Airlines Co.,3501,N464WN,232,230,216,77,75,MDW,Chicago Midway International Airport,PHX,Phoenix Sky Harbor International Airport,1444,5,11,0,N,0,24,0,2,0,51
5,04-01-2019,2306,114,2305,WN,Southwest Airlines Co.,337,N492WN,68,75,55,129,136,MDW,Chicago Midway International Airport,PIT,Pittsburgh International Airport,402,6,7,0,N,0,15,0,0,0,114
5,04-01-2019,2149,52,2335,WN,Southwest Airlines Co.,2174,N673AA,123,125,107,77,79,MDW,Chicago Midway International Airport,PVD,Theodore Francis Green State Airport,842,6,10,0,N,0,27,0,0,0,50
5,04-01-2019,1604,1843,1805,WN,Southwest Airlines Co.,255,N388SW,99,110,85,38,49,MDW,Chicago Midway International Airport,RDU,Raleigh-Durham International Airport,632,6,8,0,N,0,8,0,0,0,30
5,04-01-2019,2121,2359,2300,WN,Southwest Airlines Co.,3063,N271WN,98,100,84,59,61,MDW,Chicago Midway International Airport,RDU,Raleigh-Durham International Airport,632,4,10,0,N,0,50,0,0,0,9
5,04-01-2019,740,1020,950,WN,Southwest Airlines Co.,3675,N766SW,100,105,88,30,35,MDW,Chicago Midway International Airport,RDU,Raleigh-Durham International Airport,632,3,9,0,N,0,30,0,0,0,0
5,04-01-2019,1449,1711,1650,WN,Southwest Airlines Co.,1276,N497WN,262,255,245,21,14,MDW,Chicago Midway International Airport,RNO,Reno/Tahoe International Airport,1680,5,12,0,N,0,14,0,7,0,0
5,04-01-2019,1302,1526,1505,WN,Southwest Airlines Co.,299,N472WN,264,265,249,21,22,MDW,Chicago Midway International Airport,SAN,San Diego International Airport (Lindbergh Field),1728,5,10,0,N,0,21,0,0,0,0
5,04-01-2019,701,921,855,WN,Southwest Airlines Co.,339,N492WN,260,265,245,26,31,MDW,Chicago Midway International Airport,SAN,San Diego International Airport (Lindbergh Field),1728,4,11,0,N,0,26,0,0,0,0
5,04-01-2019,1951,2211,2100,WN,Southwest Airlines Co.,2729,N715SW,260,265,245,71,76,MDW,Chicago Midway International Airport,SAN,San Diego International Airport (Lindbergh Field),1728,2,13,0,N,0,0,68,0,0,3
5,04-01-2019,2021,2309,2140,WN,Southwest Airlines Co.,1394,N431WN,168,175,158,89,96,MDW,Chicago Midway International Airport,SAT,San Antonio International Airport,1036,2,8,0,N,0,10,0,0,0,79
5,04-01-2019,2037,2252,2230,WN,Southwest Airlines Co.,421,N274WN,255,270,240,22,37,MDW,Chicago Midway International Airport,SEA,Seattle-Tacoma International Airport,1733,7,8,0,N,0,14,0,0,0,8
5,04-01-2019,1121,1334,1310,WN,Southwest Airlines Co.,658,N735SA,253,270,242,24,41,MDW,Chicago Midway International Airport,SEA,Seattle-Tacoma International Airport,1733,4,7,0,N,0,24,0,0,0,0
5,04-01-2019,2027,2323,2205,WN,Southwest Airlines Co.,1009,N710SW,296,290,275,78,72,MDW,Chicago Midway International Airport,SFO,San Francisco International Airport,1855,5,16,0,N,0,0,72,6,0,0
5,04-01-2019,1553,1846,1555,WN,Southwest Airlines Co.,1837,N478WN,293,290,280,171,168,MDW,Chicago Midway International Airport,SFO,San Francisco International Airport,1855,5,8,0,N,0,168,0,3,0,0
5,04-01-2019,1209,1459,1240,WN,Southwest Airlines Co.,3846,N491WN,290,290,274,139,139,MDW,Chicago Midway International Airport,SFO,San Francisco International Airport,1855,6,10,0,N,0,0,0,139,0,0
5,04-01-2019,745,1038,1020,WN,Southwest Airlines Co.,220,N732SW,293,285,278,18,10,MDW,Chicago Midway International Airport,SJC,Norman Y. Mineta San José International Airport,1838,5,10,0,N,0,10,0,8,0,0
5,04-01-2019,1844,2126,2100,WN,Southwest Airlines Co.,2199,N221WN,282,285,270,26,29,MDW,Chicago Midway International Airport,SJC,Norman Y. Mineta San José International Airport,1838,5,7,0,N,0,26,0,0,0,0
5,04-01-2019,1719,1932,1910,WN,Southwest Airlines Co.,1662,N289CT,193,210,182,22,39,MDW,Chicago Midway International Airport,SLC,Salt Lake City International Airport,1258,2,9,0,N,0,22,0,0,0,0
5,04-01-2019,840,1114,1055,WN,Southwest Airlines Co.,3145,N407WN,274,270,262,19,15,MDW,Chicago Midway International Airport,SMF,Sacramento International Airport,1790,5,7,0,N,0,15,0,4,0,0
5,04-01-2019,2146,2242,2225,WN,Southwest Airlines Co.,393,N509SW,56,60,43,17,21,MDW,Chicago Midway International Airport,STL,St. Louis International Airport at Lambert Field,251,5,8,0,N,0,17,0,0,0,0
5,04-01-2019,2214,129,20,WN,Southwest Airlines Co.,514,N265WN,135,150,120,69,84,MDW,Chicago Midway International Airport,TPA,Tampa International Airport,997,2,13,0,N,0,17,0,0,0,52
5,04-01-2019,1106,1425,1410,WN,Southwest Airlines Co.,1847,N215WN,139,150,126,15,26,MDW,Chicago Midway International Airport,TPA,Tampa International Airport,997,4,9,0,N,0,15,0,0,0,0
5,04-01-2019,1126,1419,1350,WN,Southwest Airlines Co.,280,N231WN,233,225,217,29,21,MDW,Chicago Midway International Airport,TUS,Tucson International Airport,1440,4,12,0,N,0,21,0,8,0,0
5,04-01-2019,1316,1451,1435,WN,Southwest Airlines Co.,3691,N432WN,95,90,81,16,11,MHT,Manchester-Boston Regional Airport,BWI,Baltimore-Washington International Airport,377,5,9,0,N,0,5,0,5,0,6
5,04-01-2019,1028,1158,1140,WN,Southwest Airlines Co.,813,N350SW,150,155,133,18,23,MHT,Manchester-Boston Regional Airport,MDW,Chicago Midway International Airport,838,5,12,0,N,0,4,0,0,0,14
5,04-01-2019,1547,1714,1545,WN,Southwest Airlines Co.,1082,N664WN,87,90,69,89,92,MHT,Manchester-Boston Regional Airport,PHL,Philadelphia International Airport,290,4,14,0,N,0,0,0,0,0,89
5,04-01-2019,2041,2310,2245,WN,Southwest Airlines Co.,2624,N683SW,89,95,73,25,31,MSY,Louis Armstrong New Orleans International Airport,MCO,Orlando International Airport,550,6,10,0,N,0,3,0,0,0,22
5,04-01-2019,1949,2250,2230,WN,Southwest Airlines Co.,527,N447WN,121,130,104,20,29,OAK,Oakland International Airport,ABQ,Albuquerque International Sunport,889,4,13,0,N,0,5,0,0,0,15
5,04-01-2019,1146,1756,1730,WN,Southwest Airlines Co.,882,N214WN,250,250,231,26,26,OAK,Oakland International Airport,BNA,Nashville International Airport,1959,6,13,0,N,0,19,0,0,0,7
5,04-01-2019,1034,1300,1240,WN,Southwest Airlines Co.,783,N396SW,86,90,62,20,24,OAK,Oakland International Airport,BOI,Boise Airport (Boise Air Terminal),511,3,21,0,N,0,4,0,0,0,16
5,04-01-2019,2007,2223,2200,WN,Southwest Airlines Co.,2612,N434WN,76,85,60,23,32,OAK,Oakland International Airport,BOI,Boise Airport (Boise Air Terminal),511,3,13,0,N,0,0,0,0,0,23
5,04-01-2019,1657,1759,1720,WN,Southwest Airlines Co.,346,N477WN,62,65,54,39,42,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,3,5,0,N,0,0,0,0,0,39
5,04-01-2019,1930,2050,2000,WN,Southwest Airlines Co.,444,N690SW,80,65,61,50,35,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,17,0,N,0,0,0,15,0,35
5,04-01-2019,1522,1625,1550,WN,Southwest Airlines Co.,481,N779SW,63,65,54,35,37,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,7,0,N,0,21,0,0,0,14
5,04-01-2019,1208,1311,1240,WN,Southwest Airlines Co.,891,N213WN,63,65,49,31,33,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,12,0,N,0,19,0,0,0,12
5,04-01-2019,2104,2210,2120,WN,Southwest Airlines Co.,1150,N789SW,66,65,58,50,49,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,6,0,N,0,9,0,1,0,40
5,04-01-2019,948,1110,1035,WN,Southwest Airlines Co.,1171,N690SW,82,65,48,35,18,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,32,0,N,0,0,0,17,0,18
5,04-01-2019,1851,1956,1810,WN,Southwest Airlines Co.,1219,N346SW,65,65,52,106,106,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,11,0,N,0,0,0,0,0,106
5,04-01-2019,1544,1649,1625,WN,Southwest Airlines Co.,1311,N658SW,65,65,55,24,24,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,3,7,0,N,0,24,0,0,0,0
5,04-01-2019,1405,1509,1415,WN,Southwest Airlines Co.,2283,N427WN,64,65,53,54,55,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,9,0,N,0,28,0,0,0,26
5,04-01-2019,1815,1919,1855,WN,Southwest Airlines Co.,2550,N774SW,64,65,50,24,25,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,12,0,N,0,0,0,12,0,12
5,04-01-2019,1950,2056,2035,WN,Southwest Airlines Co.,2732,N705SW,66,65,51,21,20,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,13,0,N,0,0,0,1,0,20
5,04-01-2019,2151,2258,2155,WN,Southwest Airlines Co.,3589,N392SW,67,65,51,63,61,OAK,Oakland International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),325,2,14,0,N,0,11,0,2,0,50
5,04-01-2019,1357,1704,1635,WN,Southwest Airlines Co.,494,N709SW,127,145,114,29,47,OAK,Oakland International Airport,DEN,Denver International Airport,957,6,7,0,N,0,10,0,0,0,19
5,04-01-2019,1049,1400,1340,WN,Southwest Airlines Co.,1760,N370SW,131,145,114,20,34,OAK,Oakland International Airport,DEN,Denver International Airport,957,5,12,0,N,0,14,0,0,0,6
5,04-01-2019,1017,1206,1135,WN,Southwest Airlines Co.,2639,N281WN,109,120,89,31,42,OAK,Oakland International Airport,GEG,Spokane International Airport,723,4,16,0,N,0,23,0,0,0,8
5,04-01-2019,1644,2211,2100,WN,Southwest Airlines Co.,78,N455WN,207,220,191,71,84,OAK,Oakland International Airport,HOU,William P. Hobby Airport,1642,4,12,0,N,0,12,0,0,0,59
5,04-01-2019,1621,1733,1625,WN,Southwest Airlines Co.,302,N780SW,72,85,62,68,81,OAK,Oakland International Airport,LAS,McCarran International Airport,407,3,7,0,N,0,18,0,0,0,50
5,04-01-2019,2133,2250,2205,WN,Southwest Airlines Co.,428,N384SW,77,85,63,45,53,OAK,Oakland International Airport,LAS,McCarran International Airport,407,5,9,0,N,0,16,0,0,0,29
5,04-01-2019,1303,1429,1410,WN,Southwest Airlines Co.,500,N602SW,86,85,67,19,18,OAK,Oakland International Airport,LAS,McCarran International Airport,407,6,13,0,N,0,0,0,2,0,17
5,04-01-2019,2021,2145,2105,WN,Southwest Airlines Co.,890,N748SW,84,80,65,40,36,OAK,Oakland International Airport,LAS,McCarran International Airport,407,4,15,0,N,0,1,0,4,0,35
5,04-01-2019,1454,1624,1520,WN,Southwest Airlines Co.,1585,N782SA,90,85,60,64,59,OAK,Oakland International Airport,LAS,McCarran International Airport,407,6,24,0,N,0,0,23,5,0,36
5,04-01-2019,1203,1329,1250,WN,Southwest Airlines Co.,1918,N680AA,86,85,64,39,38,OAK,Oakland International Airport,LAS,McCarran International Airport,407,9,13,0,N,0,24,0,1,0,14
5,04-01-2019,1620,1750,1705,WN,Southwest Airlines Co.,2632,N452WN,90,85,68,45,40,OAK,Oakland International Airport,LAS,McCarran International Airport,407,8,14,0,N,0,17,0,5,0,23
5,04-01-2019,927,1059,1020,WN,Southwest Airlines Co.,96,N327SW,92,80,54,39,27,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,10,28,0,N,0,0,0,25,0,14
5,04-01-2019,1705,1827,1645,WN,Southwest Airlines Co.,230,N639SW,82,75,60,102,95,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,8,14,0,N,0,0,0,10,0,92
5,04-01-2019,2052,2222,2120,WN,Southwest Airlines Co.,252,N641SW,90,80,53,62,52,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,7,30,0,N,0,0,0,16,0,46
5,04-01-2019,1556,1704,1615,WN,Southwest Airlines Co.,495,N743SW,68,75,53,49,56,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,6,9,0,N,0,9,0,0,0,40
5,04-01-2019,1407,1522,1415,WN,Southwest Airlines Co.,746,N667SW,75,75,56,67,67,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,4,15,0,N,0,0,0,0,0,67
5,04-01-2019,1927,2040,1845,WN,Southwest Airlines Co.,925,N633SW,73,75,55,115,117,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,2,16,0,N,0,0,0,115,0,0
5,04-01-2019,2117,2249,2215,WN,Southwest Airlines Co.,1192,N470WN,92,75,57,34,17,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,6,29,0,N,0,0,0,30,0,4
5,04-01-2019,1917,2039,1945,WN,Southwest Airlines Co.,1485,N658SW,82,75,56,54,47,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,8,18,0,N,0,22,0,7,0,25
5,04-01-2019,1642,1800,1715,WN,Southwest Airlines Co.,1671,N693SW,78,75,60,45,42,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,7,11,0,N,0,15,0,3,0,27
5,04-01-2019,2009,2131,1815,WN,Southwest Airlines Co.,2208,N386SW,82,75,53,196,189,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,9,20,0,N,0,0,0,21,0,175
5,04-01-2019,1015,1132,1115,WN,Southwest Airlines Co.,2624,N683SW,77,75,58,17,15,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,4,15,0,N,0,0,0,2,0,15
5,04-01-2019,1135,1241,1215,WN,Southwest Airlines Co.,2733,N637SW,66,75,51,26,35,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,4,11,0,N,0,11,0,0,0,15
5,04-01-2019,1901,2014,1915,WN,Southwest Airlines Co.,3394,N677AA,73,75,53,59,61,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,5,15,0,N,0,0,0,59,0,0
5,04-01-2019,2023,2134,2015,WN,Southwest Airlines Co.,3939,N320SW,71,75,51,79,83,OAK,Oakland International Airport,LAX,Los Angeles International Airport,337,5,15,0,N,0,0,0,1,0,78
5,04-01-2019,826,1340,1320,WN,Southwest Airlines Co.,3320,N678AA,194,205,180,20,31,OAK,Oakland International Airport,MCI,Kansas City International Airport,1489,4,10,0,N,0,15,0,0,0,5
5,04-01-2019,1428,1935,1905,WN,Southwest Airlines Co.,3829,N730SW,187,205,172,30,48,OAK,Oakland International Airport,MCI,Kansas City International Airport,1489,3,12,0,N,0,12,0,0,0,18
5,04-01-2019,920,1525,1505,WN,Southwest Airlines Co.,79,N725SW,245,240,210,20,15,OAK,Oakland International Airport,MDW,Chicago Midway International Airport,1844,4,31,0,N,0,0,7,5,0,8
5,04-01-2019,1545,2128,2025,WN,Southwest Airlines Co.,514,N265WN,223,240,212,63,80,OAK,Oakland International Airport,MDW,Chicago Midway International Airport,1844,4,7,0,N,0,11,0,0,0,52
5,04-01-2019,1230,1839,1815,WN,Southwest Airlines Co.,1136,N232WN,249,245,218,24,20,OAK,Oakland International Airport,MDW,Chicago Midway International Airport,1844,7,24,0,N,0,12,0,4,0,8
5,04-01-2019,1759,2341,2310,WN,Southwest Airlines Co.,2091,N443WN,222,235,208,31,44,OAK,Oakland International Airport,MDW,Chicago Midway International Airport,1844,6,8,0,N,0,20,0,0,0,11
5,04-01-2019,1552,1701,1555,WN,Southwest Airlines Co.,84,N347SW,69,70,57,66,67,OAK,Oakland International Airport,ONT,Ontario International Airport,361,4,8,0,N,0,6,0,0,0,60
5,04-01-2019,2029,2141,2115,WN,Southwest Airlines Co.,464,N433LV,72,75,57,26,29,OAK,Oakland International Airport,ONT,Ontario International Airport,361,5,10,0,N,0,1,0,0,0,25
5,04-01-2019,2139,2249,2205,WN,Southwest Airlines Co.,582,N626SW,70,75,58,44,49,OAK,Oakland International Airport,ONT,Ontario International Airport,361,6,6,0,N,0,7,0,0,0,37
5,04-01-2019,1817,1931,1820,WN,Southwest Airlines Co.,835,N231WN,74,75,55,71,72,OAK,Oakland International Airport,ONT,Ontario International Airport,361,6,13,0,N,0,0,0,0,0,71
5,04-01-2019,1320,1427,1400,WN,Southwest Airlines Co.,898,N613SW,67,75,56,27,35,OAK,Oakland International Airport,ONT,Ontario International Airport,361,4,7,0,N,0,13,0,0,0,14
5,04-01-2019,1921,2035,2005,WN,Southwest Airlines Co.,988,N374SW,74,75,60,30,31,OAK,Oakland International Airport,ONT,Ontario International Airport,361,5,9,0,N,0,5,0,0,0,25
5,04-01-2019,1009,1130,1110,WN,Southwest Airlines Co.,2109,N427WN,81,75,53,20,14,OAK,Oakland International Airport,ONT,Ontario International Airport,361,6,22,0,N,0,14,0,6,0,0
5,04-01-2019,1652,1812,1655,WN,Southwest Airlines Co.,3765,N320SW,80,75,63,77,72,OAK,Oakland International Airport,ONT,Ontario International Airport,361,4,13,0,N,0,0,0,5,0,72
5,04-01-2019,1731,1857,1830,WN,Southwest Airlines Co.,430,N465WN,86,100,71,27,41,OAK,Oakland International Airport,PDX,Portland International Airport,543,5,10,0,N,0,0,0,0,0,27
5,04-01-2019,2148,2321,2255,WN,Southwest Airlines Co.,644,N475WN,93,100,77,26,33,OAK,Oakland International Airport,PDX,Portland International Airport,543,6,10,0,N,0,2,0,0,0,24
5,04-01-2019,2029,2153,2120,WN,Southwest Airlines Co.,829,N473WN,84,100,71,33,49,OAK,Oakland International Airport,PDX,Portland International Airport,543,5,8,0,N,0,13,0,0,0,20
5,04-01-2019,1628,1752,1355,WN,Southwest Airlines Co.,2011,N726SW,84,100,71,237,253,OAK,Oakland International Airport,PDX,Portland International Airport,543,4,9,0,N,0,36,0,0,0,201
5,04-01-2019,2240,110,2340,WN,Southwest Airlines Co.,190,N671SW,90,110,79,90,110,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,3,8,0,N,0,12,0,0,0,78
5,04-01-2019,2039,2314,1930,WN,Southwest Airlines Co.,753,N726SW,95,115,83,224,244,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,6,6,0,N,0,5,0,0,0,219
5,04-01-2019,1623,1917,1550,WN,Southwest Airlines Co.,933,N729SW,114,110,90,207,203,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,5,19,0,N,0,156,0,4,0,47
5,04-01-2019,1926,2211,2110,WN,Southwest Airlines Co.,1222,N675AA,105,115,89,61,71,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,3,13,0,N,0,0,0,0,0,61
5,04-01-2019,2057,2158,2130,WN,Southwest Airlines Co.,1587,N740SW,61,50,48,28,17,OAK,Oakland International Airport,RNO,Reno/Tahoe International Airport,180,6,7,0,N,0,0,0,11,0,17
5,04-01-2019,756,845,830,WN,Southwest Airlines Co.,2113,N314SW,49,50,34,15,16,OAK,Oakland International Airport,RNO,Reno/Tahoe International Airport,180,4,11,0,N,0,0,0,6,0,9
5,04-01-2019,1335,1424,1345,WN,Southwest Airlines Co.,3502,N392SW,49,50,36,39,40,OAK,Oakland International Airport,RNO,Reno/Tahoe International Airport,180,5,8,0,N,0,0,0,0,0,39
5,04-01-2019,1725,1849,1815,WN,Southwest Airlines Co.,318,N229WN,84,85,69,34,35,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,11,0,N,0,9,0,0,0,25
5,04-01-2019,1510,1643,1550,WN,Southwest Airlines Co.,828,N411WN,93,80,75,53,40,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,1,17,0,N,0,5,0,13,0,35
5,04-01-2019,1259,1419,1305,WN,Southwest Airlines Co.,1065,N455WN,80,85,68,74,79,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,8,0,N,0,10,0,0,0,64
5,04-01-2019,1821,1937,1910,WN,Southwest Airlines Co.,1255,N631SW,76,85,67,27,36,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,2,7,0,N,0,0,0,0,0,27
5,04-01-2019,2013,2130,2055,WN,Southwest Airlines Co.,2269,N477WN,77,85,66,35,43,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,2,9,0,N,0,0,0,8,0,27
5,04-01-2019,1618,1742,1715,WN,Southwest Airlines Co.,2525,N434WN,84,85,68,27,28,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,13,0,N,0,0,0,0,0,27
5,04-01-2019,1435,1558,1455,WN,Southwest Airlines Co.,2719,N463WN,83,85,71,63,65,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,8,0,N,0,18,0,0,0,45
5,04-01-2019,1701,1824,1745,WN,Southwest Airlines Co.,2884,N433LV,83,85,73,39,41,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,7,0,N,0,8,0,0,0,31
5,04-01-2019,2030,2150,2135,WN,Southwest Airlines Co.,3058,N420WN,80,85,64,15,20,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,13,0,N,0,4,0,0,0,11
5,04-01-2019,733,850,825,WN,Southwest Airlines Co.,3416,N324SW,77,85,60,25,33,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,14,0,N,0,0,0,25,0,0
5,04-01-2019,1934,2101,2020,WN,Southwest Airlines Co.,3586,N665WN,87,85,66,41,39,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,18,0,N,0,18,0,2,0,21
5,04-01-2019,1116,1238,1205,WN,Southwest Airlines Co.,3590,N487WN,82,85,64,33,36,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,15,0,N,0,33,0,0,0,0
5,04-01-2019,918,1049,1000,WN,Southwest Airlines Co.,3843,N671SW,91,85,67,49,43,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,21,0,N,0,21,0,6,0,22
5,04-01-2019,1509,1648,1615,WN,Southwest Airlines Co.,237,N270WN,99,120,85,33,54,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,4,10,0,N,0,13,0,0,0,20
5,04-01-2019,1745,1929,1855,WN,Southwest Airlines Co.,1071,N699SW,104,120,91,34,50,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,4,9,0,N,0,10,0,0,0,24
5,04-01-2019,2139,2326,2255,WN,Southwest Airlines Co.,2730,N200WN,107,120,92,31,44,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,6,9,0,N,0,15,0,0,0,16
5,04-01-2019,1423,1650,1540,WN,Southwest Airlines Co.,125,N226WN,87,100,72,70,83,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,4,11,0,N,0,0,48,0,0,22
5,04-01-2019,2134,3,2310,WN,Southwest Airlines Co.,246,N737JW,89,100,74,53,64,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,6,9,0,N,0,6,0,0,0,47
5,04-01-2019,1100,1332,1300,WN,Southwest Airlines Co.,1678,N900WN,92,105,75,32,45,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,4,13,0,N,0,32,0,0,0,0
5,04-01-2019,1753,2024,1920,WN,Southwest Airlines Co.,2282,N405WN,91,100,75,64,73,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,3,13,0,N,0,17,0,0,0,47
5,04-01-2019,1908,2029,2010,WN,Southwest Airlines Co.,80,N212WN,81,80,65,19,18,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,6,10,0,N,0,0,0,1,0,18
5,04-01-2019,2123,2247,2225,WN,Southwest Airlines Co.,83,N484WN,84,80,64,22,18,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,5,15,0,N,0,0,0,4,0,18
5,04-01-2019,1641,1810,1750,WN,Southwest Airlines Co.,105,N763SW,89,80,74,20,11,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,5,10,0,N,0,3,0,9,0,8
5,04-01-2019,1254,1413,1340,WN,Southwest Airlines Co.,1854,N211WN,79,80,65,33,34,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,4,10,0,N,0,32,0,0,0,1
5,04-01-2019,1416,1544,1525,WN,Southwest Airlines Co.,3766,N495WN,88,80,69,19,11,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,3,16,0,N,0,0,0,8,0,11
5,04-01-2019,1731,1819,1745,WN,Southwest Airlines Co.,1760,N370SW,48,50,38,34,36,OKC,Will Rogers World Airport,DAL,Dallas Love Field,181,3,7,0,N,0,3,0,0,0,31
